month,order_id,customer_id
2019-03,BA70057BB8384,AA65B8C4B6400
2019-03,BA56307A85760,C0A99AA0C70B4
2019-03,BA99065B64BB4,AA65C080679C6
2019-03,BB085AB606304,AA65A0C5C0080
2019-03,BBA6594BA09AB,C080495AC6864
2019-03,BA99947B80480,C06B07ABC0560
2019-03,BA8A559943B64,C04BBB9A57984
2019-03,BBA634B585440,C080A79CA8880
2019-03,BBA6B866A7696,C08007CC47A68
2019-03,BA49859BB979B,B5985A875ACB8
2019-03,BA5695350A79B,AA65B6BA59968
2019-03,BBB4A3855A39B,C0884A7095776
2019-03,BA50386368608,AA65BAB48C680
2019-03,BA67099850848,AA65B5C08CBCB
2019-03,BA690B8935776,AA65B5B85C856
2019-03,BA649768ABAB8,C0B759C4B9088
2019-03,BA93080680544,C0554B9648480
2019-03,BA63B640B8768,C0B6A08ABAA84
2019-03,BA676BBA40000,C0C0A0B9CC600
2019-03,BA9898485A55B,C06AAA5486C04
2019-03,BA5A89494A79B,B8958B5B07C9B
2019-03,BA67678599B64,C0C0A5CCC0784
2019-03,BBB00639A6AB8,C084B57984608
2019-03,BA64065435744,C0B47BABA5584
2019-03,BA5387ABAB640,C0A788B40B9AB
2019-03,BB03B70709344,C066B7959B0CB
2019-03,BA5473838499B,C0A87448BC904
2019-03,BA63B67A74496,AA65B64AB6048
2019-03,BBA8306044000,C0C65B0A8595B
2019-03,BA5089840A376,C0A0CB6790B40
2019-02,BAA3B68973664,B9777677A9008
2019-02,BA34690A36A60,B999648BBCCB8
2019-02,BA383006AB704,B957469ABB656
2019-02,BA0385A876448,AA65BC96A5584
2019-02,BA365A6B6403B,C00A798ACA808
2019-02,BA380699B5984,C00CC47075A68
2019-02,BA04B6983BB88,B9686AACB4000
2019-02,BA0444A83A5B0,B9688C7C57664
2019-02,BA0700AA4339B,B947C04A6AC76
2019-02,BA035808A955B,AA65CB96B9B80
2019-02,BA4795B754784,C0A0C40487B64
2019-02,BA07856B57AB0,B97BBBB4BCAC6
2019-02,BA4B85B546656,C0009ABB489B8
2019-02,BA38B45464A60,B44489A586656
2019-02,BA4AB089693AB,C006A46AA77B8
2019-02,BA075B4907A04,B97A8976B67B0
2019-02,BA4B54A3A6A9B,C0075C59069AB
2019-02,BAB88590050B4,B97704967C8B4
2019-02,BA4466396A696,B445BAAC040CB
2019-02,B0958BB798944,ABAA85966499B
2019-02,BA043735A0B40,B96877BB804A6
2019-02,B090988077A5B,B957CA6C58B40
2019-02,BA3450B44A056,B9994AB7A97AB
2019-02,BAABB34B585B8,B976547668064
2019-02,BA0806A6A4A76,B97B44BB964A6
2019-02,BA0968500643B,B97C96C68A888
2019-02,BAAAA40A67776,B975C889B6048
2019-02,B090A4544803B,BCA50AC88A95B
2019-02,BAB33A6A0ABA6,B987A66859C60
2019-02,BAB7367B7459B,B98C507C94656
2019-02,B096675B9AB3B,B96A50A78BAAB
2019-02,BAA6A553757AB,AA65A4A80CA04
2019-02,BABB698096736,B984979660896
2019-02,BA07555643488,A4B74A78909AB
2019-02,BABB74787A3B8,B987C7844BCC6
2019-02,BAB78AA3465B8,B878596B5A744
2019-02,BA478B597539B,AA65BBC8BA408
2019-02,BA4A457BA9680,C0064A7666A44
2019-02,B09646836A3AB,B9597647504CB
2019-02,BAA4407596AB8,B97884C557984
2019-02,B093493A57984,B9597647504CB
2019-02,BABB03B775B64,B986CBA64A568
2019-02,BAB8378B98464,B99CB9AB96864
2019-02,BA4A365B07A36,C006CB60468A6
2019-02,BA079379A4976,B97BCA060A8B4
2019-02,BA35AAB548448,AA65BBB084704
2019-02,BAAA495766AAB,B975877988448
2019-02,BA368A8B86688,C00B069C85CAB
2019-02,BAB479800AB48,B9895C6084064
2019-02,BAB9B6B0A8656,B994ACC696608
2019-02,BA057AA460448,B8B86AB5C4C68
2019-02,BA43094A77888,AA65ABC9AA776
2019-02,BAA63A5A5B480,B98060CB65AB0
2019-02,BAA5A83607904,B9796B8C84C5B
2019-02,BA34035A69376,B9985A04B0064
2019-02,B099408A75B00,AA65BAA9B66B4
2019-02,BA40557508704,C0056A7B09440
2019-02,BA05083A0AB80,B9695B4895840
2019-02,BA44735068B56,C00970C444576
2019-02,BA07A58560864,B97A5AC7A68CB
2019-02,B099953598560,B9644C0454880
2019-02,BAB4430377056,B98785705A744
2019-02,B098030379A04,B576C778C97AB
2019-02,BA34BB6534496,B999080CBAAB0
2019-02,BA0B866870368,B967CAB8B6464
2019-02,BA08695BA6BB4,B97CBA6A45504
2019-02,BAB6A864A4A76,B99086B696544
2019-02,BAA65A9B3A584,B9808A0A95040
2019-02,BA0767B8546B4,B97B059A074B4
2019-02,BA35BB45A6704,C000B60A00A9B
2019-02,BA005B068A568,AA65B6BA59968
2019-02,BA3A77A8A8080,AC5C508AB68A6
2019-02,BA33094596704,B99CA69C99904
2019-02,BA353A3547360,C000C804B4B88
2019-02,BA34643966048,B999575B4899B
2019-02,BA4855539A07B,C0AB8B7545696
2019-02,BAAB0477A0304,A5B46405469AB
2019-02,BABB4A8A597AB,B9870AA5C9040
2019-02,BA4B959960A60,C0079A6A46784
2019-02,B099496AB45AB,B96C994509408
2019-02,BABBB85580384,A4C058BB9667B
2019-02,BA47369484384,C0097696C59C6
2019-02,BA000784AA87B,B9645C47554B4
2019-02,BAA6A4A908064,AA65A4A80CA04
2019-02,BA067B4778080,B97A0850786B4
2019-02,BAA997874595B,B98C890649A84
2019-02,BA0744A578080,AA999A40B5056
2019-02,BAA39B3BA955B,B97840594AC44
2019-02,BA37A5B7A6896,C00BC8448B400
2019-02,BAB83348A53B8,B99CB46568544
2019-02,BABBAAA0B5B48,B98670AC57A5B
2019-02,BA38B30B9B576,C00C6056A4688
2019-02,BA4A9B953763B,C006944804960
2019-02,BA06A06839A36,B970457800800
2019-02,BA03605B97B48,ACCB859B07776
2019-02,B09B903B35680,B9594B4094C04
2019-02,BA4789B98595B,C0ABC8855B800
2019-02,BAA455AB83808,A570B48949856
2019-02,B09803663779B,B95966B74C648
2019-02,BA407757A08A6,C0058599BB0A6
2019-02,BA48068A63680,AB97A7ACA68CB
2019-02,BA04936988768,B96CA760C0C04
2019-02,BA46503884896,AA65B70450B7B
2019-02,BA3307464099B,B99790BA47680
2019-02,BA30A798A7568,B995A08BA69B8
2019-02,BA3A796590688,AC5C508AB68A6
2019-02,BAA500AA88448,A94CC45B9955B
2019-02,BAA6378755A68,AA65B7A66B688
2019-02,B098A8B0B9408,AC5B0C0B900A6
2019-02,BAB99885835B0,B948904B88C5B
2019-02,BA34A0670A9B0,B58665008C4B4
2019-02,BA36860098656,C00A7A005A4B4
2019-02,BAA838753A87B,B98BC8B895B00
2019-02,BA3B4534B5B48,B997B588AC5C6
2019-02,BAAA3A5083360,B9B70B0AA40A6
2019-02,B0904856AB640,B9568A8A86CC6
2019-01,B0787B7503968,B8C70B98A4C68
2019-01,B0B879A660640,B88CC0049AC60
2019-01,B08B4B3537760,B9487866A8464
2019-01,B0760A300B848,B9CC557C9555B
2019-01,B0B370439587B,B7AB87540ACAB
2019-01,B08B5B5AA8560,B948904B88C5B
2019-01,B04B88B654304,B897A498BA0B4
2019-01,B0846B3876A9B,B94B6540BA7B8
2019-01,B05AA3937AA04,B906AC05A40A6
2019-01,B06AB80A49600,B7AAC94975840
2019-01,B03B07A508064,A4C058BB9667B
2019-01,B033B38BAB704,B888AA45C6544
2019-01,B06B47477B576,B9B9A8C785056
2019-01,B050708635744,B9057A698A856
2019-01,B065479A7BA9B,B9CBC88B66080
2019-01,B060BB5839B00,B799744090B08
2019-01,B087A98064736,AA65B05AA0880
2019-01,B066BB6B8B59B,B9CC08B4889B8
2019-01,B05B4594B9984,B90876BA44864
2019-01,B0695B80A9040,B9C6AB5456480
2019-01,B03AA03AA5360,B885647859808
2019-01,B03330B5035B0,B888A85A5A584
2019-01,B0469A7B79840,B90A7599A8A76
2019-01,B0665A0479456,B9CCB805C87B0
2019-01,B05B607377504,B9089ACA7B576
2019-01,B087356006496,B9540C5BCB864
2019-01,B076A5B463456,AA65B4C449440
2019-01,B076085747808,B94BB797AB864
2019-01,B07878655A904,ACBACCA097696
2019-01,B03586047A904,B8906B48B7488
2019-01,B08B667A3507B,B949058855008
2019-01,B0765AA076448,A4CB0CA985760
2019-01,B04096094BA76,B8958545C475B
2019-01,B056B96988768,AA65ABC9AA776
2019-01,B08B340438AAB,AA65B079B89B8
2019-01,B0BA644337B48,B8760444A0976
2019-01,B0789AA4635B0,AA65B8A788000
2019-01,B0B847B8B8000,B88B990440544
2019-01,B06A36B6B6656,B8BCA6C904096
2019-01,B0446083A5488,B899C448A8B7B
2019-01,B054875BA80A6,B9AA07576BB7B
2019-01,B04985B964960,B90488CBCB864
2019-01,B0B753B943456,B84979688B5B8
2019-01,B04308BA78656,B4C8C8776AB48
2019-01,B065A99038560,B9CBA08C6A8B4
2019-01,B0847A6806B40,AA65A0C5C0080
2019-01,B06B50305A360,B9B8558440544
2019-01,B067690586B08,B9C4590AAA840
2019-01,B053B64474B08,B909544BA87B0
2019-01,B059688607840,B9A66A0080864
2019-01,B056B98430560,B9AB48B7874B4
2019-01,B077AB7344BB4,B94CC58A405AB
2019-01,B04B89B09A488,B8978CB67CC76
2019-01,B07A59984A376,A486AB448B656
2019-01,B0B609777059B,B8805C5A0A5C6
2019-01,B066A795BB656,AA65AB0B745B8
2019-01,B0B7B95670368,B88A89CB04064
2019-01,B06B49B7B9440,B9B9B0A5AB544
2019-01,B0398BAB05600,B8946B868C87B
2019-01,B044337684576,B899AB79B6880
2019-01,B0858AB699B3B,B95B46BCC6096
2019-01,B0537969BA440,AC9ACAC94467B
2019-01,B073705807968,B940A64A45B48
2019-01,B0B645530BB40,B8809A4849888
2019-01,B066300A7443B,B9CB998AAACB8
2019-01,B068704A33BA6,B9C564A997408
2019-01,B05BAA097507B,B908479BB595B
2019-01,B04895997A4B4,B44B9C966B4CB
2019-01,B0B860393B768,B88CA70BC8560
2019-01,B07630A6889B8,B94B45C448800
2019-01,B05A888447584,BB99B67B85088
2019-01,B06A79739B480,B9B84CCA68480
2019-01,B06A6B503B800,B9B8B5CB066B4
2019-01,B0843B9A93568,A45A980554CC6
2019-01,B0B698B080608,B7808A0477664
2019-01,B0BA80680099B,B876B0C07C6CB
2019-01,B0476604B53AB,B90B6ACACAC60
2019-01,B0B43060A635B,B878596B5A744
2019-01,B08B69B956B56,B949085659BCB
2019-01,B06B74A864544,B85C9B4405C44
2019-01,B038B38B49056,B89C00B506CC6
2019-01,B045A98434400,B899955908704
2019-01,B0BB4397A49AB,B876849A60B88
2019-01,B07A574577B48,BB99B98A85CAB
2019-01,B060086B80B88,B9B6555A0CCB8
2019-01,B03858AA98944,B89CA84A7BAB8
2019-01,B0B95A9667B96,A56A6A546659B
2019-01,B04B6097B963B,B8975A6B65568
2019-01,B083A009A7856,BCA87CA804768
2019-01,B07B40544B656,B9C88B08866B4
2019-01,B037670543456,B89B4A68AAA04
2019-01,B079085B97760,B9456B847AC9B
2019-01,B05A8884A48A6,B907069677664
2019-01,B0B3750860896,B878BAA5BB656
2019-01,B0658649A7088,B69BBA8CBC040
2019-01,B0BBA555A8048,A568067846B40
2019-01,B07B43480B784,AA946CB740960
2019-01,B044B0A500768,B89899B4967C6
2019-01,B0846BA877344,AA65B004578B4
2019-01,B035445563488,B890CACB0C808
2019-01,B0B674657699B,B8765666C459B
2019-01,B0B69A0679A36,B878596B5A744
2019-01,B0507A59A0B40,B9057BBAB64CB
2019-01,B075A7935BA60,B4458707B7B64
2019-01,B04507BB4483B,B899807C058B4
2019-01,B0337A993507B,ABCA76B784C5B
2019-01,B0430776B3904,B89806BA47680
2019-01,B0484BB3796A6,B90CCB970A984
2019-01,B06BA74453856,B9B8859B50784
2019-01,B059834753AB0,B9BABC574B8A6
2019-01,B0B96BB7BB656,B884A4BB0B976
2019-01,B0594A59AB544,B9B59C9589BA6
2019-01,B066675499A04,B9CC557C9555B
2018-12,A949364060B56,B7989CB68899B
2018-12,B0064B6B55456,AA65B07994464
2018-12,A933AA870A664,B78B8BC74C584
2018-12,B0B0B8B466400,B8745CB06947B
2018-12,A968A364BA47B,B8B400784C9C6
2018-12,A95968B474080,B8AA8B5AB75B0
2018-12,A94B450700384,B79A6AC8B5AB0
2018-12,A9703065A5040,B8B577AC5BA60
2018-12,A93587734AB80,AC68509A86A44
2018-12,A9686544A80A6,B8B44BB948960
2018-12,A9346378B6A44,B7840C0097504
2018-12,B0094773A6704,B8CB099A80640
2018-12,A93338A435488,B78C0A88AA488
2018-12,A98793533859B,AA65A44457CAB
2018-12,A97A80545443B,B8B6880B54048
2018-12,A978608943B00,B8CB099A80640
2018-12,B00888834467B,AA65B6BA59968
2018-12,A9340584BB368,AA65BA66AB448
2018-12,A937363370080,B78688A4C779B
2018-12,B004940685408,B85796A0B97B8
2018-12,B00483A404AB8,B857877864544
2018-12,A9665B3A545B8,B8BBC0B007C9B
2018-12,A9604B59A4464,B8AB60779AB00
2018-12,A999678668896,B85BC80B78880
2018-12,B0A0B39500384,B86C75A495776
2018-12,B00B75384739B,B85556077C7B8
2018-12,B006778609760,B8598A0455648
2018-12,B0A4BB933B064,B867640565856
2018-12,A94764A6A0336,B797BAB40A760
2018-12,A95996BA48960,AA65B796B5CAB
2018-12,A935579578464,B7850C446947B
2018-12,A93A58A7A86B4,A54A4C6670048
2018-12,A97B3B843A7AB,B788C98B0B976
2018-12,A98A406675040,B7AAC94975840
2018-12,B0AAA66670944,B8644C546BB40
2018-12,A99B346075B3B,AA65BC5C55744
2018-12,B00AA4A8B563B,B85C89A5C9040
2018-12,B0AA9A6337B48,B86480BAC6A60
2018-12,A97A8A6B0B336,AA65BBB084704
2018-12,B0A7807663B00,B87B06BC78080
2018-12,B009307807840,B86B69C6464CB
2018-12,A937A7B070496,B7867ACA4AC44
2018-12,B0A5560630368,A48A45704A504
2018-12,A96065089955B,B77AC68BA46B4
2018-12,A9764664075B0,A94CC45B9955B
2018-12,A939486A794B4,B7887640B49B8
2018-12,A970958860384,B8B6BC66B499B
2018-12,A94B437A3443B,B79A6CA97859B
2018-12,A94095543A008,AA65B994A7A84
2018-12,A93A3B3834464,B5840CC067A04
2018-12,A9339B807AB64,AA65B746AA808
2018-12,A9356930BAB80,B70840745A744
2018-12,A950A87880544,AA65B68877408
2018-12,A996A49555B96,B8B7444879456
2018-12,A9780BB5B707B,B8CA98BA00576
2018-12,B0AA9ABA4B944,B865CAB858B08
2018-12,B0A097730467B,B84CC4BC40A9B
2018-12,A989769068640,B84C667A69C76
2018-12,A935548350560,AA65B5A9C6C5B
2018-12,B000A57737056,B85B749BAC79B
2018-12,A94B073BA30B4,B79AB48494688
2018-12,A95A38899A584,B80A4789B64CB
2018-12,A96B905600096,AA65A5A86B880
2018-12,A96359A9586B4,AA65B4CC8C904
2018-12,A939A07643488,B788C98B0B976
2018-12,A937B876A0464,ABC7A9470B944
2018-12,A933095469A5B,B78B4CA969C76
2018-12,A94A96B5BB7B0,AA65B9807C696
2018-12,A9435B306595B,B79B8C60C875B
2018-12,A94459B84B848,B7940C0A0467B
2018-12,A93AA3653B576,B7808A0477664
2018-12,A937396A053AB,B7868675AAC9B
2018-12,A9354A49A9B64,B784866959456
2018-12,A974306A77AB0,B8B895A45C79B
2018-12,A988665BA30B4,AA65BC50B8064
2018-12,A9340086A5008,A5C69A65BA056
2018-12,B0A8B087A075B,B87B4577B4000
2018-12,A97A799B94048,B8B6880A885AB
2018-12,A937B039B099B,BB97795A499B0
2018-12,B00A858A66880,B854604505A84
2018-12,A98863804835B,AA65BC6568A60
2018-12,A98B84073379B,B8C70B98A4C68
2018-12,B0A6AB97ABBB4,B8697540C6CB0
2018-12,A93454958A9B0,AA65A7C6B08CB
2018-12,A977464A93AB0,B8CA4B006C840
2018-12,A9305958B7808,AA65B9BB4099B
2018-12,A94AA9899555B,AA65B45907040
2018-12,A963044044896,B8A5B6560C680
2018-12,A935B760A57AB,AB64705044576
2018-12,B0A5AB7568480,B868654C0947B
2018-12,A967434793056,AA65CB6B54A76
2018-12,A94A3390A3BA6,AA65B888CCAB0
2018-12,A956B5566BA76,B807B70965C44
2018-12,A98A077A9B800,B8C5096CC85B8
2018-12,A940A69785440,B789560C856CB
2018-12,B0A3054599B64,B866CB0B448CB
2018-12,A93B0A43545B8,B779B549A5A68
2018-12,A9309B5B445AB,B78070A85A744
2018-12,A9330BB953568,B78B796546A44
2018-12,B0A67B76B99B0,B87046C8BC968
2018-12,A937544A83904,B786954C4659B
2018-12,B009909854304,B86C440494688
2018-12,B0A5908986976,B86950A4B7808
2018-12,A937A49788B56,AA65B086A7056
2018-12,A9673408A443B,B8BCA6C904096
2018-12,B0A39308A5584,B867C69574496
2018-12,A979836B3587B,B8CC8C9B59744
2018-12,A95508BB7B864,ABA75BCCA8880
2018-12,A9494858B6A44,B7990C754659B
2018-12,B0A6444448864,B870A7484B976
2018-12,A93500096AAB0,AA65B65CC8464
2018-12,A9389B4B08BB4,A45A980554CC6
2018-12,B0ABB79930976,B865754A776CB
2018-12,B0A487784355B,AA65C080679C6
2018-12,A935489B37088,B784676B8B464
2018-12,B0AB4AA9B0480,B686C57B4A95B
2018-12,A96AB4A903B00,B8AC45576A504
2018-12,A956A30B59040,B8070CC75779B
2018-12,A9373A05A5B96,B7868C40BB496
2018-12,A9738950370B4,B8B86AB5C4C68
2018-12,A937A636A635B,AA65B976A4944
2018-12,A9348A346B6B4,B780CB59700A6
2018-12,A936688906336,AA65AB96AC408
2018-12,A9558B859683B,B8066B06A8848
2018-12,B0B08B5759840,B875A8746BB40
2018-12,A950B3755683B,B799744090B08
2018-12,A986058780768,B840CB9650B7B
2018-12,A9939B9064544,BCA4405A8C584
2018-12,A960B9756BB08,B8AB4648B44A6
2018-11,A870B396B9408,B7065A595A7AB
2018-11,A877B475B4960,B7A56A0BA859B
2018-11,A87635A58B304,A4C8A709C9488
2018-11,A877599780960,AA65CAA0A7056
2018-11,A9A9A7B05A040,B76975760A888
2018-11,A87008B375776,B44B007085A5B
2018-11,A8668B3A7BA9B,B45A647A0C07B
2018-11,A90950BA48704,BB99B98A85CAB
2018-11,A876303675488,AA65B95C867B0
2018-11,A9B5898403936,AC5B98C05BC84
2018-11,A868950A75840,AA65BB4AA6CB0
2018-11,A870A665B4000,B698C85AB9568
2018-11,A9A889B048480,AB977946B97B8
2018-11,A87A8980A7888,B708C8959CA84
2018-11,A9B0484A80064,B77A04AC8659B
2018-11,A9BA903460448,B59CB7056B9AB
2018-11,A85B483A74496,B686C57B4A95B
2018-11,A8756B36084A6,B7ACA5B5858B4
2018-11,A86908947B608,AA65B9748C87B
2018-11,A856857735B64,B690557C45888
2018-11,A87BAA5007584,A48C6A078C840
2018-11,A85B5BB037344,B6864BA7949AB
2018-11,A86985788BB08,B70609A67A648
2018-11,A875974979680,B7AC4C8060640
2018-11,A87533B005984,B4554BAA90B40
2018-11,A9B57A398563B,B7758A9AB48CB
2018-11,A8754AB45A4B4,A4B5445B90080
2018-11,A9B8A0844A696,AA65B987B9056
2018-11,A8767BB6A4368,AA65C0BC66C04
2018-11,A86936A97AB96,AB07904C05B48
2018-11,A876AA8044768,AA65BA8BA8080
2018-11,A8738555AB67B,B7AAC94975840
2018-11,A85B5053B5664,A40959A7C8464
2018-11,A9A89AA578B08,A4859676BBB40
2018-11,A8759BAB40A60,B7AC47B8B7488
2018-11,A900838355040,B748C998AB704
2018-11,A87BA6B65BB56,B7087B6A5CCAB
2018-11,A9B6653B47584,B7767C7644640
2018-11,A86579999A39B,AA65B6BA59968
2018-11,A87A8987060A6,B70840745A744
2018-11,A8839B0A38336,B7BC57674A984
2018-11,A876B7A07A3B8,B7AC9956409B8
2018-11,A87533990307B,B7AB87540ACAB
2018-11,A87B335503456,AB97A7ACA68CB
2018-11,A87A5786B8A9B,B7080C59B8A60
2018-11,A9BA343A604A6,B77A88788BCC6
2018-11,A9B90A74B60A6,B7789B89C9A04
2018-11,A9BA75544739B,A4C058BB9667B
2018-11,A89A6A5899744,AA65A878749AB
2018-11,A8586A757347B,B69B87A55CAB0
2018-11,A85B0B6486880,B68597A464B88
2018-11,A86463358A664,A4859676BBB40
2018-11,A87B800B84768,B7097CCAAC95B
2018-11,A8480705373AB,AA65BC96A5584
2018-11,A853930700896,A5B46405469AB
2018-11,A880A703650B4,B7A9A7B85C856
2018-11,A867637BB76A6,AA65B6845A4B4
2018-11,A876B79B30560,B7AC98466C648
2018-11,A9A8933B05088,B7695C576B5B8
2018-11,A9B7733084B56,AA65B976A4944
2018-11,A8983640A059B,B74AB954A5C9B
2018-11,A9BB036990048,B77B55874A600
2018-11,A876843888736,AA65B5BB640CB
2018-11,A86680007075B,BC000A9966048
2018-11,A874BA6550496,B7A098B85B704
2018-11,A89B77B97059B,B7C4449066080
2018-11,A87038898595B,A4844544B8768
2018-11,A858598A4B048,B55B74644B848
2018-11,A875695009888,B7ACBB87C8656
2018-11,A866A4B35A456,AA65A440CACB8
2018-11,A9B556856AB48,AA94587BB6B08
2018-11,A9B7888994400,B77786C487584
2018-11,A87B978673760,B7A0C746AC088
2018-11,A895B4A449568,BB96BAAB4CA04
2018-11,A9BBB899B6B40,AA65B56589408
2018-11,A8568B349B704,B6905A5BC9008
2018-11,A9B05A403A7AB,AC9B788078688
2018-11,A87A8B573A680,A488584C764A6
2018-11,A9B909895B800,B77898B449B48
2018-11,A9BAAB394B496,AA65A0C8905B8
2018-11,A8984083AB9B8,BCA87CA804768
2018-11,A889A90084704,B7C0AA009AC60
2018-11,A87309A330A44,A4A54AA5CA87B
2018-11,A848B7A536BB4,B68BC059C7504
2018-11,A8768353035B0,AA946558096CB
2018-11,A876759A83456,A4906ACA4A600
2018-11,A876738474080,B7A465B049504
2018-11,A9BA73B444B56,BCA87CA804768
2018-11,A8760A9445856,AA65B976A4944
2018-11,A9BA3B3368544,B77A877A99968
2018-11,A877560655968,B7A6A96667488
2018-11,A90A953646688,B750C90C70400
2018-11,A86B9449A555B,B698007B4899B
2018-11,A9BA864794B08,B77BA585460A6
2018-11,A86763B5090B4,B70C47A64067B
2018-11,A87588A3B8736,B7ACC7A54A600
2018-11,A856550B07584,A4690A9947A04
2018-11,A87596A348A9B,B7AC4C8060640
2018-11,A876849590368,B4C99C98A7568
2018-11,A86B80A883B3B,B6978B0C0755B
2018-11,A87B3A879A776,B7089C8B9CC44
2018-11,A9A8955946080,A4C058BB9667B
2018-11,A9A89B6AB7B00,A554C4AA99968
2018-11,A876B79099488,AA65ABB86CB00
2018-11,A876B69B363B0,B7AC98466C648
2018-11,A8738B7430496,B7066B4970848
2018-11,A90A96B657888,AA65C080679C6
2018-11,A9A89A5379B96,AA65C07A8CB00
2018-11,A873B9B49B896,B445AB997C856
2018-11,A9A8955094AAB,B70585B6B9088
2018-11,A86A5649B4000,AA65BB0675680
2018-11,A9BB66B7B7776,ABA7458798688
2018-11,A9A868BA3667B,AA65B976A4944
2018-11,A87B664A99B64,B70958C46B496
2018-11,A9BBA749A0560,A48566B78A5C6
2018-11,A8743AB659040,B70585B6B9088
2018-11,A9A898963A584,ACA558C787A04
2018-11,A867BBA30339B,B70B95B497B48
2018-11,A9BA9A7B88544,B77B4C7B706B4
2018-11,A9B0339509344,B7709A054C968
2018-11,A9A87A9688800,B769CA674ABA6
2018-11,A8903B343A5B0,B7CA8656C6960
2018-11,A865A56B3AB64,B700B9BC9A008
2018-11,A8737B8A43456,AA65A0C956064
2018-11,A85360AAB035B,B687ACB500064
2018-11,A9B63344A4944,B77AC68BA46B4
2018-11,A87A3A0AB7B00,B686C57B4A95B
2018-11,A869098B5443B,B705BC0987C60
2018-11,A8583303947B0,B69B5B50CA5B0
2018-11,A9A875950A9B0,B769C65467BCB
2018-11,A874344A49088,A487BCA877BA6
2018-11,A855A5963A968,B6886BA90C968
2018-11,A8689996555B0,B705AB0A9875B
2018-11,A870798BB5504,B707A4CC9CC76
2018-11,A9B08879A459B,B77A4C0899808
2018-11,A864694B35B3B,BB969B7BBC904
2018-11,A86993A348064,B697B49C579B0
2018-11,A89B848795744,A56A6A546659B
2018-11,A87064A9BBA44,B70697585059B
2018-11,A9BBA879A9456,B77B66A698656
2018-11,A876797AB8800,B7A49BB647648
2018-11,A8649773835B0,AA65B94B0707B
2018-11,A9A9408799840,B770000904B88
2018-11,A9B463739B99B,ACA558C787A04
2018-11,A85876850B880,B69C079466080
2018-11,A9BB07BB8AA84,B77B59A8C7B80
2018-11,A875B57A6387B,BB9BB77A4979B
2018-11,A875067404384,B7AB560B059B0
2018-11,A9B589AB93B80,B7759B90B8704
2018-11,A869984006B40,B706B5CC48960
2018-11,A85074A03A008,AA65B66780B56
